session,participant,period,menu,displayed_first,choice
20210702_1430,kbtjqe2e,19,17,p,p
20210702_1430,gq9fzq9w,19,3,q,q
20210702_1430,ot30actm,19,20,p,p
20210702_1430,6kwe5o6c,19,14,q,p
20210702_1430,atma1qcx,19,3,p,q
20210702_1430,w884g810,20,22,p,q
20210702_1430,zmaoyq1i,20,15,p,p
20210702_1430,8t5zwjgh,20,2,p,p
20210702_1430,ocezwog3,20,18,q,p
20210702_1430,gad5ovep,20,20,p,p
20210702_1430,kbtjqe2e,20,19,q,p
20210702_1430,gq9fzq9w,20,5,p,p
20210702_1430,ot30actm,20,23,p,q
20210702_1430,6kwe5o6c,20,6,p,q
20210702_1430,atma1qcx,20,4,q,p
20210702_1430,w884g810,21,11,p,q
20210702_1430,zmaoyq1i,21,12,q,q
20210702_1430,8t5zwjgh,21,4,q,q
20210702_1430,ocezwog3,21,8,p,p
20210702_1430,gad5ovep,21,6,q,q
20210702_1430,kbtjqe2e,21,9,q,q
20210702_1430,gq9fzq9w,21,10,q,q
20210702_1430,ot30actm,21,24,p,q
20210702_1430,6kwe5o6c,21,16,p,q
20210702_1430,atma1qcx,21,9,q,q
20210702_1430,w884g810,22,25,q,p
20210702_1430,zmaoyq1i,22,13,p,q
20210702_1430,8t5zwjgh,22,10,q,q
20210702_1430,ocezwog3,22,9,p,p
20210702_1430,gad5ovep,22,5,q,q
20210702_1430,kbtjqe2e,22,18,q,p
20210702_1430,gq9fzq9w,22,7,q,q
20210702_1430,ot30actm,22,12,q,q
20210702_1430,6kwe5o6c,22,3,p,q
20210702_1430,atma1qcx,22,8,p,p
20210702_1430,w884g810,23,18,q,p
20210702_1430,zmaoyq1i,23,20,p,p
20210702_1430,8t5zwjgh,23,9,p,q
20210702_1430,ocezwog3,23,24,q,p
20210702_1430,gad5ovep,23,22,q,q
20210702_1430,kbtjqe2e,23,4,q,q
20210702_1430,gq9fzq9w,23,4,q,p
20210702_1430,ot30actm,23,21,q,q
20210702_1430,6kwe5o6c,23,5,p,q
20210702_1430,atma1qcx,23,24,p,q
20210702_1430,w884g810,24,21,q,q
20210702_1430,zmaoyq1i,24,4,p,p
20210702_1430,8t5zwjgh,24,19,p,p
20210702_1430,ocezwog3,24,3,q,p
20210702_1430,gad5ovep,24,8,q,q
20210702_1430,kbtjqe2e,24,1,q,q
20210702_1430,gq9fzq9w,24,17,q,p
20210702_1430,ot30actm,24,13,p,q
20210702_1430,6kwe5o6c,24,22,p,q
20210702_1430,atma1qcx,24,12,q,q
20210702_1430,w884g810,25,3,p,q
20210702_1430,zmaoyq1i,25,11,p,q
20210702_1430,8t5zwjgh,25,11,p,p
20210702_1430,ocezwog3,25,11,q,p
20210702_1430,gad5ovep,25,25,p,q
20210702_1430,kbtjqe2e,25,22,q,q
20210702_1430,gq9fzq9w,25,25,p,p
20210702_1430,ot30actm,25,7,q,q
20210702_1430,6kwe5o6c,25,8,p,p
20210702_1430,atma1qcx,25,1,p,q
20210713_1300,9bcof7wo,1,13,p,p
20210713_1300,o11c7at5,1,2,p,q
20210713_1300,ckkobwom,1,4,p,p
20210713_1300,mbc73hwl,1,17,q,p
20210713_1300,9bcof7wo,2,21,p,q
20210713_1300,o11c7at5,2,11,p,p
20210713_1300,ckkobwom,2,1,q,p
20210713_1300,mbc73hwl,2,25,p,p
20210713_1300,9bcof7wo,3,25,q,p
20210713_1300,o11c7at5,3,7,q,q
20210713_1300,ckkobwom,3,15,p,p
20210713_1300,mbc73hwl,3,6,q,q
20210713_1300,9bcof7wo,4,4,q,q
20210713_1300,o11c7at5,4,4,q,q
20210713_1300,ckkobwom,4,13,p,p
20210713_1300,mbc73hwl,4,19,q,p
20210713_1300,9bcof7wo,5,8,p,p
20210713_1300,o11c7at5,5,8,q,p
20210713_1300,ckkobwom,5,19,q,p
20210713_1300,mbc73hwl,5,8,q,p
20210713_1300,9bcof7wo,6,19,p,q
20210713_1300,o11c7at5,6,15,p,q
20210713_1300,ckkobwom,6,6,p,p
20210713_1300,mbc73hwl,6,9,p,p
20210713_1300,9bcof7wo,7,11,q,p
20210713_1300,o11c7at5,7,18,p,q
20210713_1300,ckkobwom,7,10,p,p
20210713_1300,mbc73hwl,7,18,q,p
20210713_1300,9bcof7wo,8,24,p,q
20210713_1300,o11c7at5,8,21,q,q
20210713_1300,ckkobwom,8,20,p,p
20210713_1300,mbc73hwl,8,14,p,p
20210713_1300,9bcof7wo,9,6,q,p
20210713_1300,o11c7at5,9,10,q,q
20210713_1300,ckkobwom,9,9,p,p
20210713_1300,mbc73hwl,9,22,q,q
20210713_1300,9bcof7wo,10,14,p,p
20210713_1300,o11c7at5,10,13,q,q
20210713_1300,ckkobwom,10,12,q,p
20210713_1300,mbc73hwl,10,24,p,p
20210713_1300,9bcof7wo,11,22,p,q
20210713_1300,o11c7at5,11,23,q,q
20210713_1300,ckkobwom,11,7,q,p
20210713_1300,mbc73hwl,11,23,q,q
20210713_1300,9bcof7wo,12,23,q,q
20210713_1300,o11c7at5,12,5,p,q
20210713_1300,ckkobwom,12,17,p,p
20210713_1300,mbc73hwl,12,2,p,q
20210713_1300,9bcof7wo,13,16,p,q
20210713_1300,o11c7at5,13,14,p,q
20210713_1300,ckkobwom,13,14,p,p
20210713_1300,mbc73hwl,13,16,q,q
20210713_1300,9bcof7wo,14,2,q,p
20210713_1300,o11c7at5,14,22,p,q
20210713_1300,ckkobwom,14,5,p,p
20210713_1300,mbc73hwl,14,21,q,q
20210713_1300,9bcof7wo,15,7,p,p
20210713_1300,o11c7at5,15,16,q,q
20210713_1300,ckkobwom,15,16,p,p
20210713_1300,mbc73hwl,15,5,p,q
20210713_1300,9bcof7wo,16,9,p,q
20210713_1300,o11c7at5,16,25,p,q
20210713_1300,ckkobwom,16,23,q,p
20210713_1300,mbc73hwl,16,3,p,q
20210713_1300,9bcof7wo,17,3,p,q
20210713_1300,o11c7at5,17,6,q,q
20210713_1300,ckkobwom,17,24,p,p
20210713_1300,mbc73hwl,17,7,q,q
20210713_1300,9bcof7wo,18,10,q,q
20210713_1300,o11c7at5,18,20,p,p
20210713_1300,ckkobwom,18,8,q,p
20210713_1300,mbc73hwl,18,1,p,q
20210713_1300,9bcof7wo,19,5,p,p
20210713_1300,o11c7at5,19,1,p,q
20210713_1300,ckkobwom,19,2,q,p
20210713_1300,mbc73hwl,19,10,q,q
20210713_1300,9bcof7wo,20,15,q,p
20210713_1300,o11c7at5,20,17,q,q
20210713_1300,ckkobwom,20,22,p,q
20210713_1300,mbc73hwl,20,15,p,p
20210713_1300,9bcof7wo,21,1,p,q
20210713_1300,o11c7at5,21,12,q,q
20210713_1300,ckkobwom,21,11,p,p
20210713_1300,mbc73hwl,21,12,q,q
20210713_1300,9bcof7wo,22,17,p,p
20210713_1300,o11c7at5,22,3,q,q
20210713_1300,ckkobwom,22,25,q,p
20210713_1300,mbc73hwl,22,13,p,p
20210713_1300,9bcof7wo,23,20,q,p
20210713_1300,o11c7at5,23,9,p,q
20210713_1300,ckkobwom,23,18,q,p
20210713_1300,mbc73hwl,23,20,p,p
20210713_1300,9bcof7wo,24,12,q,p
20210713_1300,o11c7at5,24,24,p,q
20210713_1300,ckkobwom,24,21,q,q
20210713_1300,mbc73hwl,24,4,p,p
20210713_1300,9bcof7wo,25,18,p,p
20210713_1300,o11c7at5,25,19,q,p
20210713_1300,ckkobwom,25,3,p,p
20210713_1300,mbc73hwl,25,11,p,q
20210713_1430,p6guj6oc,1,5,p,q
20210713_1430,c463oa0l,1,16,q,p
20210713_1430,yvv61syj,1,1,p,p
20210713_1430,xjl7tb8y,1,7,p,q
20210713_1430,rzx15z0z,1,1,p,q
20210713_1430,p6guj6oc,2,14,q,q
20210713_1430,c463oa0l,2,23,q,q
20210713_1430,yvv61syj,2,16,p,q
20210713_1430,xjl7tb8y,2,2,p,q
20210713_1430,rzx15z0z,2,16,q,q
20210713_1430,p6guj6oc,3,20,q,p
20210713_1430,c463oa0l,3,15,q,p
20210713_1430,yvv61syj,3,13,q,p
20210713_1430,xjl7tb8y,3,24,q,p
20210713_1430,rzx15z0z,3,9,q,p
20210713_1430,p6guj6oc,4,12,q,q
20210713_1430,c463oa0l,4,25,q,p
20210713_1430,yvv61syj,4,11,p,q
20210713_1430,xjl7tb8y,4,25,q,q
20210713_1430,rzx15z0z,4,13,p,q
20210713_1430,p6guj6oc,5,3,q,q
20210713_1430,c463oa0l,5,5,q,q
20210713_1430,yvv61syj,5,17,q,p
20210713_1430,xjl7tb8y,5,12,q,q
20210713_1430,rzx15z0z,5,23,q,q
20210713_1430,p6guj6oc,6,13,p,q
20210713_1430,c463oa0l,6,14,q,p
20210713_1430,yvv61syj,6,4,p,q
20210713_1430,xjl7tb8y,6,8,q,q
20210713_1430,rzx15z0z,6,8,p,q
20210713_1430,p6guj6oc,7,18,p,q
20210713_1430,c463oa0l,7,10,q,q
20210713_1430,yvv61syj,7,15,q,p
20210713_1430,xjl7tb8y,7,20,p,p
20210713_1430,rzx15z0z,7,19,q,p
20210713_1430,p6guj6oc,8,21,p,q
20210713_1430,c463oa0l,8,1,q,q
20210713_1430,yvv61syj,8,21,p,p
20210713_1430,xjl7tb8y,8,13,p,q
20210713_1430,rzx15z0z,8,14,q,q
20210713_1430,p6guj6oc,9,22,p,q
20210713_1430,c463oa0l,9,20,p,p
20210713_1430,yvv61syj,9,12,p,p
20210713_1430,xjl7tb8y,9,11,q,q
20210713_1430,rzx15z0z,9,15,p,q
20210713_1430,p6guj6oc,10,8,q,q
20210713_1430,c463oa0l,10,12,p,q
20210713_1430,yvv61syj,10,18,q,p
20210713_1430,xjl7tb8y,10,16,p,q
20210713_1430,rzx15z0z,10,11,p,q
20210713_1430,p6guj6oc,11,7,q,q
20210713_1430,c463oa0l,11,13,p,p
20210713_1430,yvv61syj,11,7,q,p
20210713_1430,xjl7tb8y,11,15,q,q
20210713_1430,rzx15z0z,11,22,p,q
20210713_1430,p6guj6oc,12,1,q,q
20210713_1430,c463oa0l,12,6,q,q
20210713_1430,yvv61syj,12,23,p,p
20210713_1430,xjl7tb8y,12,6,q,q
20210713_1430,rzx15z0z,12,21,q,q
20210713_1430,p6guj6oc,13,23,p,q
20210713_1430,c463oa0l,13,17,p,q
20210713_1430,yvv61syj,13,2,p,p
20210713_1430,xjl7tb8y,13,3,p,q
20210713_1430,rzx15z0z,13,12,q,p
20210713_1430,p6guj6oc,14,25,p,q
20210713_1430,c463oa0l,14,7,q,q
20210713_1430,yvv61syj,14,24,q,p
20210713_1430,xjl7tb8y,14,21,q,q
20210713_1430,rzx15z0z,14,18,q,q
20210713_1430,p6guj6oc,15,16,q,q
20210713_1430,c463oa0l,15,22,q,q
20210713_1430,yvv61syj,15,3,p,q
20210713_1430,xjl7tb8y,15,5,p,q
20210713_1430,rzx15z0z,15,2,q,q
20210713_1430,p6guj6oc,16,17,p,q
20210713_1430,c463oa0l,16,21,q,q
20210713_1430,yvv61syj,16,19,p,p
20210713_1430,xjl7tb8y,16,23,p,p
20210713_1430,rzx15z0z,16,24,p,q
20210713_1430,p6guj6oc,17,15,p,q
20210713_1430,c463oa0l,17,2,q,q
20210713_1430,yvv61syj,17,14,q,p
20210713_1430,xjl7tb8y,17,10,p,q
20210713_1430,rzx15z0z,17,20,p,p
20210713_1430,p6guj6oc,18,6,p,q
20210713_1430,c463oa0l,18,19,p,p
20210713_1430,yvv61syj,18,10,q,q
20210713_1430,xjl7tb8y,18,14,p,q
20210713_1430,rzx15z0z,18,6,p,q
20210713_1430,p6guj6oc,19,24,q,q
20210713_1430,c463oa0l,19,4,q,q
20210713_1430,yvv61syj,19,9,p,p
20210713_1430,xjl7tb8y,19,17,p,p
20210713_1430,rzx15z0z,19,3,q,q
20210713_1430,p6guj6oc,20,2,p,q
20210713_1430,c463oa0l,20,18,q,p
20210713_1430,yvv61syj,20,20,p,p
20210713_1430,xjl7tb8y,20,19,q,p
20210713_1430,rzx15z0z,20,5,p,q
20210713_1430,p6guj6oc,21,4,q,p
20210713_1430,c463oa0l,21,8,p,p
20210713_1430,yvv61syj,21,6,q,q
20210713_1430,xjl7tb8y,21,9,q,q
20210713_1430,rzx15z0z,21,10,q,q
20210713_1430,p6guj6oc,22,10,q,q
20210713_1430,c463oa0l,22,9,p,q
20210713_1430,yvv61syj,22,5,q,p
20210713_1430,xjl7tb8y,22,18,q,p
20210713_1430,rzx15z0z,22,7,q,q
20210713_1430,p6guj6oc,23,9,p,q
20210713_1430,c463oa0l,23,24,q,p
20210713_1430,yvv61syj,23,22,q,q
20210713_1430,xjl7tb8y,23,4,q,p
20210713_1430,rzx15z0z,23,4,q,p
20210713_1430,p6guj6oc,24,19,p,p
20210713_1430,c463oa0l,24,3,q,q
20210713_1430,yvv61syj,24,8,q,p
20210713_1430,xjl7tb8y,24,1,q,q
20210713_1430,rzx15z0z,24,17,q,q
20210713_1430,p6guj6oc,25,11,p,q
20210713_1430,c463oa0l,25,11,q,q
20210713_1430,yvv61syj,25,25,p,p
20210713_1430,xjl7tb8y,25,22,q,q
20210713_1430,rzx15z0z,25,25,p,q
20210714_1000,xnn4ylqp,1,1,p,q
20210714_1000,thvb1r44,1,15,q,q
20210714_1000,lwxingsi,1,20,q,p
20210714_1000,xnn4ylqp,2,4,q,p
20210714_1000,thvb1r44,2,20,p,p
20210714_1000,lwxingsi,2,10,p,q
20210714_1000,xnn4ylqp,3,3,q,p
20210714_1000,thvb1r44,3,13,p,q
20210714_1000,lwxingsi,3,23,p,p
20210714_1000,xnn4ylqp,4,18,q,p
20210714_1000,thvb1r44,4,21,q,q
20210714_1000,lwxingsi,4,25,q,p
20210714_1000,xnn4ylqp,5,16,p,q
20210714_1000,thvb1r44,5,9,p,q
20210714_1000,lwxingsi,5,17,p,p
20210714_1000,xnn4ylqp,6,8,q,p
20210714_1000,thvb1r44,6,7,p,p
20210714_1000,lwxingsi,6,6,q,p
20210714_1000,xnn4ylqp,7,25,p,p
20210714_1000,thvb1r44,7,25,p,p
20210714_1000,lwxingsi,7,18,p,p
20210714_1000,xnn4ylqp,8,14,p,p
20210714_1000,thvb1r44,8,12,p,q
20210714_1000,lwxingsi,8,19,p,p
20210714_1000,xnn4ylqp,9,17,q,q
20210714_1000,thvb1r44,9,23,p,p
20210714_1000,lwxingsi,9,21,p,p
20210714_1000,xnn4ylqp,10,2,p,q
20210714_1000,thvb1r44,10,24,p,p
20210714_1000,lwxingsi,10,14,q,q
20210714_1000,xnn4ylqp,11,9,q,q
20210714_1000,thvb1r44,11,1,q,q
20210714_1000,lwxingsi,11,15,p,q
20210714_1000,xnn4ylqp,12,22,q,q
20210714_1000,thvb1r44,12,19,q,p
20210714_1000,lwxingsi,12,5,p,q
20210714_1000,xnn4ylqp,13,15,p,p
20210714_1000,thvb1r44,13,2,p,q
20210714_1000,lwxingsi,13,13,p,q
20210714_1000,xnn4ylqp,14,19,p,p
20210714_1000,thvb1r44,14,11,q,q
20210714_1000,lwxingsi,14,7,p,p
20210714_1000,xnn4ylqp,15,10,q,q
20210714_1000,thvb1r44,15,18,p,p
20210714_1000,lwxingsi,15,22,p,q
20210714_1000,xnn4ylqp,16,11,p,q
20210714_1000,thvb1r44,16,17,q,p
20210714_1000,lwxingsi,16,2,q,q
20210714_1000,xnn4ylqp,17,5,p,q
20210714_1000,thvb1r44,17,4,p,q
20210714_1000,lwxingsi,17,16,q,p
20210714_1000,xnn4ylqp,18,6,p,q
20210714_1000,thvb1r44,18,10,p,q
20210714_1000,lwxingsi,18,11,p,q
20210714_1000,xnn4ylqp,19,20,p,p
20210714_1000,thvb1r44,19,14,q,p
20210714_1000,lwxingsi,19,3,p,q
20210714_1000,xnn4ylqp,20,23,p,p
20210714_1000,thvb1r44,20,6,p,q
20210714_1000,lwxingsi,20,4,q,p
20210714_1000,xnn4ylqp,21,24,p,p
20210714_1000,thvb1r44,21,16,p,q
20210714_1000,lwxingsi,21,9,q,q
20210714_1000,xnn4ylqp,22,12,q,q
20210714_1000,thvb1r44,22,3,p,q
20210714_1000,lwxingsi,22,8,p,q
20210714_1000,xnn4ylqp,23,21,q,q
20210714_1000,thvb1r44,23,5,p,q
20210714_1000,lwxingsi,23,24,p,p
20210714_1000,xnn4ylqp,24,13,p,p
20210714_1000,thvb1r44,24,22,p,q
20210714_1000,lwxingsi,24,12,q,q
20210714_1000,xnn4ylqp,25,7,q,q
20210714_1000,thvb1r44,25,8,p,p
20210714_1000,lwxingsi,25,1,p,q
20210714_1130,fbkvcwj3,1,5,p,p
20210714_1130,0ozxf8xh,1,16,q,p
20210714_1130,fbkvcwj3,2,14,q,q
20210714_1130,0ozxf8xh,2,23,q,p
20210714_1130,fbkvcwj3,3,20,q,p
20210714_1130,0ozxf8xh,3,15,q,q
20210714_1130,fbkvcwj3,4,12,q,p
20210714_1130,0ozxf8xh,4,25,q,p
20210714_1130,fbkvcwj3,5,3,q,p
20210714_1130,0ozxf8xh,5,5,q,q
20210714_1130,fbkvcwj3,6,13,p,p
20210714_1130,0ozxf8xh,6,14,q,p
20210714_1130,fbkvcwj3,7,18,p,q
20210714_1130,0ozxf8xh,7,10,q,p
20210714_1130,fbkvcwj3,8,21,p,q
20210714_1130,0ozxf8xh,8,1,q,q
20210714_1130,fbkvcwj3,9,22,p,q
20210714_1130,0ozxf8xh,9,20,p,p
20210714_1130,fbkvcwj3,10,8,q,p
20210714_1130,0ozxf8xh,10,12,p,q
20210714_1130,fbkvcwj3,11,7,q,q
20210714_1130,0ozxf8xh,11,13,p,q
20210714_1130,fbkvcwj3,12,1,q,p
20210714_1130,0ozxf8xh,12,6,q,q
20210714_1130,fbkvcwj3,13,23,p,p
20210714_1130,0ozxf8xh,13,17,p,q
20210714_1130,fbkvcwj3,14,25,p,p
20210714_1130,0ozxf8xh,14,7,q,q
20210714_1130,fbkvcwj3,15,16,q,p
20210714_1130,0ozxf8xh,15,22,q,q
20210714_1130,fbkvcwj3,16,17,p,p
20210714_1130,0ozxf8xh,16,21,q,q
20210714_1130,fbkvcwj3,17,15,p,p
20210714_1130,0ozxf8xh,17,2,q,q
20210714_1130,fbkvcwj3,18,6,p,q
20210714_1130,0ozxf8xh,18,19,p,p
20210714_1130,fbkvcwj3,19,24,q,p
20210714_1130,0ozxf8xh,19,4,q,q
20210714_1130,fbkvcwj3,20,2,p,q
20210714_1130,0ozxf8xh,20,18,q,p
20210714_1130,fbkvcwj3,21,4,q,q
20210714_1130,0ozxf8xh,21,8,p,q
20210714_1130,fbkvcwj3,22,10,q,p
20210714_1130,0ozxf8xh,22,9,p,q
20210714_1130,fbkvcwj3,23,9,p,q
20210714_1130,0ozxf8xh,23,24,q,q
20210714_1130,fbkvcwj3,24,19,p,p
20210714_1130,0ozxf8xh,24,3,q,q
20210714_1130,fbkvcwj3,25,11,p,p
20210714_1130,0ozxf8xh,25,11,q,p
20211006_1000,djg59bu2,1,1,p,q
20211006_1000,d84vlama,1,7,p,p
20211006_1000,70uhesln,1,1,p,q
20211006_1000,34gfep4y,1,1,p,p
20211006_1000,ir9i1zyd,1,15,q,q
20211006_1000,nq3h20qw,1,20,q,p
20211006_1000,bxvbfy2c,1,2,p,q
20211006_1000,cw8zvr2h,1,23,q,p
20211006_1000,9xmkmjqn,1,13,q,q
20211006_1000,lw7kgktf,1,2,p,q
20211006_1000,djg59bu2,2,16,p,p
20211006_1000,d84vlama,2,2,p,p
20211006_1000,70uhesln,2,16,q,p
20211006_1000,34gfep4y,2,4,q,q
20211006_1000,ir9i1zyd,2,20,p,p
20211006_1000,nq3h20qw,2,10,p,q
20211006_1000,bxvbfy2c,2,14,q,q
20211006_1000,cw8zvr2h,2,19,q,p
20211006_1000,9xmkmjqn,2,21,p,q
20211006_1000,lw7kgktf,2,21,q,q
20211006_1000,djg59bu2,3,13,q,q
20211006_1000,d84vlama,3,24,q,p
20211006_1000,70uhesln,3,9,q,q
20211006_1000,34gfep4y,3,3,q,q
20211006_1000,ir9i1zyd,3,13,p,q
20211006_1000,nq3h20qw,3,23,p,q
20211006_1000,bxvbfy2c,3,20,p,p
20211006_1000,cw8zvr2h,3,18,p,p
20211006_1000,9xmkmjqn,3,18,p,q
20211006_1000,lw7kgktf,3,3,q,q
20211006_1000,djg59bu2,4,11,p,q
20211006_1000,d84vlama,4,25,q,p
20211006_1000,70uhesln,4,13,p,q
20211006_1000,34gfep4y,4,18,q,q
20211006_1000,ir9i1zyd,4,21,q,q
20211006_1000,nq3h20qw,4,25,q,p
20211006_1000,bxvbfy2c,4,6,p,q
20211006_1000,cw8zvr2h,4,2,q,q
20211006_1000,9xmkmjqn,4,14,p,p
20211006_1000,lw7kgktf,4,23,p,p
20211006_1000,djg59bu2,5,17,q,q
20211006_1000,d84vlama,5,12,q,p
20211006_1000,70uhesln,5,23,q,p
20211006_1000,34gfep4y,5,16,p,p
20211006_1000,ir9i1zyd,5,9,p,q
20211006_1000,nq3h20qw,5,17,p,q
20211006_1000,bxvbfy2c,5,21,q,q
20211006_1000,cw8zvr2h,5,22,q,q
20211006_1000,9xmkmjqn,5,6,q,q
20211006_1000,lw7kgktf,5,4,p,p
20211006_1000,djg59bu2,6,4,p,p
20211006_1000,d84vlama,6,8,q,p
20211006_1000,70uhesln,6,8,p,p
20211006_1000,34gfep4y,6,8,q,p
20211006_1000,ir9i1zyd,6,7,p,p
20211006_1000,nq3h20qw,6,6,q,q
20211006_1000,bxvbfy2c,6,7,q,q
20211006_1000,cw8zvr2h,6,11,p,q
20211006_1000,9xmkmjqn,6,11,p,q
20211006_1000,lw7kgktf,6,13,p,q
20211006_1000,djg59bu2,7,15,q,q
20211006_1000,d84vlama,7,20,p,p
20211006_1000,70uhesln,7,19,q,p
20211006_1000,34gfep4y,7,25,p,p
20211006_1000,ir9i1zyd,7,25,p,p
20211006_1000,nq3h20qw,7,18,p,p
20211006_1000,bxvbfy2c,7,15,q,q
20211006_1000,cw8zvr2h,7,20,q,p
20211006_1000,9xmkmjqn,7,7,q,q
20211006_1000,lw7kgktf,7,22,p,q
20211006_1000,djg59bu2,8,21,p,q
20211006_1000,d84vlama,8,13,p,p
20211006_1000,70uhesln,8,14,q,p
20211006_1000,34gfep4y,8,14,p,q
20211006_1000,ir9i1zyd,8,12,p,q
20211006_1000,nq3h20qw,8,19,p,p
20211006_1000,bxvbfy2c,8,17,p,q
20211006_1000,cw8zvr2h,8,21,p,q
20211006_1000,9xmkmjqn,8,15,q,q
20211006_1000,lw7kgktf,8,8,p,p
20211006_1000,djg59bu2,9,12,p,q
20211006_1000,d84vlama,9,11,q,p
20211006_1000,70uhesln,9,15,p,q
20211006_1000,34gfep4y,9,17,q,q
20211006_1000,ir9i1zyd,9,23,p,q
20211006_1000,nq3h20qw,9,21,p,q
20211006_1000,bxvbfy2c,9,13,q,q
20211006_1000,cw8zvr2h,9,12,p,q
20211006_1000,9xmkmjqn,9,10,q,q
20211006_1000,lw7kgktf,9,20,q,p
20211006_1000,djg59bu2,10,18,q,q
20211006_1000,d84vlama,10,16,p,p
20211006_1000,70uhesln,10,11,p,q
20211006_1000,34gfep4y,10,2,p,q
20211006_1000,ir9i1zyd,10,24,p,p
20211006_1000,nq3h20qw,10,14,q,q
20211006_1000,bxvbfy2c,10,3,q,q
20211006_1000,cw8zvr2h,10,9,q,q
20211006_1000,9xmkmjqn,10,19,p,p
20211006_1000,lw7kgktf,10,18,q,p
20211006_1000,djg59bu2,11,7,q,p
20211006_1000,d84vlama,11,15,q,p
20211006_1000,70uhesln,11,22,p,q
20211006_1000,34gfep4y,11,9,q,q
20211006_1000,ir9i1zyd,11,1,q,q
20211006_1000,nq3h20qw,11,15,p,q
20211006_1000,bxvbfy2c,11,8,q,q
20211006_1000,cw8zvr2h,11,8,q,p
20211006_1000,9xmkmjqn,11,1,p,p
20211006_1000,lw7kgktf,11,19,q,p
20211006_1000,djg59bu2,12,23,p,p
20211006_1000,d84vlama,12,6,q,p
20211006_1000,70uhesln,12,21,q,q
20211006_1000,34gfep4y,12,22,q,q
20211006_1000,ir9i1zyd,12,19,q,p
20211006_1000,nq3h20qw,12,5,p,q
20211006_1000,bxvbfy2c,12,11,p,q
20211006_1000,cw8zvr2h,12,13,q,q
20211006_1000,9xmkmjqn,12,24,q,q
20211006_1000,lw7kgktf,12,6,p,q
20211006_1000,djg59bu2,13,2,p,q
20211006_1000,d84vlama,13,3,p,p
20211006_1000,70uhesln,13,12,q,q
20211006_1000,34gfep4y,13,15,p,p
20211006_1000,ir9i1zyd,13,2,p,q
20211006_1000,nq3h20qw,13,13,p,q
20211006_1000,bxvbfy2c,13,16,p,p
20211006_1000,cw8zvr2h,13,7,p,p
20211006_1000,9xmkmjqn,13,23,q,q
20211006_1000,lw7kgktf,13,14,p,q
20211006_1000,djg59bu2,14,24,q,q
20211006_1000,d84vlama,14,21,q,p
20211006_1000,70uhesln,14,18,q,p
20211006_1000,34gfep4y,14,19,p,p
20211006_1000,ir9i1zyd,14,11,q,q
20211006_1000,nq3h20qw,14,7,p,q
20211006_1000,bxvbfy2c,14,4,q,q
20211006_1000,cw8zvr2h,14,15,p,p
20211006_1000,9xmkmjqn,14,4,p,q
20211006_1000,lw7kgktf,14,1,p,q
20211006_1000,djg59bu2,15,3,p,q
20211006_1000,d84vlama,15,5,p,p
20211006_1000,70uhesln,15,2,q,q
20211006_1000,34gfep4y,15,10,q,q
20211006_1000,ir9i1zyd,15,18,p,q
20211006_1000,nq3h20qw,15,22,p,q
20211006_1000,bxvbfy2c,15,1,q,p
20211006_1000,cw8zvr2h,15,6,q,q
20211006_1000,9xmkmjqn,15,5,p,q
20211006_1000,lw7kgktf,15,15,p,p
20211006_1000,djg59bu2,16,19,p,p
20211006_1000,d84vlama,16,23,p,p
20211006_1000,70uhesln,16,24,p,p
20211006_1000,34gfep4y,16,11,p,q
20211006_1000,ir9i1zyd,16,17,q,p
20211006_1000,nq3h20qw,16,2,q,q
20211006_1000,bxvbfy2c,16,10,q,q
20211006_1000,cw8zvr2h,16,1,q,q
20211006_1000,9xmkmjqn,16,16,q,p
20211006_1000,lw7kgktf,16,12,p,p
20211006_1000,djg59bu2,17,14,q,p
20211006_1000,d84vlama,17,10,p,p
20211006_1000,70uhesln,17,20,p,p
20211006_1000,34gfep4y,17,5,p,q
20211006_1000,ir9i1zyd,17,4,p,q
20211006_1000,nq3h20qw,17,16,q,q
20211006_1000,bxvbfy2c,17,18,q,q
20211006_1000,cw8zvr2h,17,17,p,p
20211006_1000,9xmkmjqn,17,17,p,q
20211006_1000,lw7kgktf,17,5,p,q
20211006_1000,djg59bu2,18,10,q,p
20211006_1000,d84vlama,18,14,p,p
20211006_1000,70uhesln,18,6,p,q
20211006_1000,34gfep4y,18,6,p,q
20211006_1000,ir9i1zyd,18,10,p,q
20211006_1000,nq3h20qw,18,11,p,q
20211006_1000,bxvbfy2c,18,9,q,q
20211006_1000,cw8zvr2h,18,3,p,q
20211006_1000,9xmkmjqn,18,3,p,q
20211006_1000,lw7kgktf,18,16,q,q
20211006_1000,djg59bu2,19,9,p,p
20211006_1000,d84vlama,19,17,p,p
20211006_1000,70uhesln,19,3,q,q
20211006_1000,34gfep4y,19,20,p,p
20211006_1000,ir9i1zyd,19,14,q,p
20211006_1000,nq3h20qw,19,3,p,q
20211006_1000,bxvbfy2c,19,24,p,q
20211006_1000,cw8zvr2h,19,10,q,q
20211006_1000,9xmkmjqn,19,20,p,p
20211006_1000,lw7kgktf,19,17,p,p
20211006_1000,djg59bu2,20,20,p,p
20211006_1000,d84vlama,20,19,q,p
20211006_1000,70uhesln,20,5,p,q
20211006_1000,34gfep4y,20,23,p,q
20211006_1000,ir9i1zyd,20,6,p,q
20211006_1000,nq3h20qw,20,4,q,q
20211006_1000,bxvbfy2c,20,19,q,p
